sample_id,predicted_topic,gold_label,normalized_text
628,not_relevant,not_relevant,"Motie van het lid Baudet over vermindering van de collectieve belasting- en premiedruk gehoord de beraadslaging, overwegende dat de collectieve belasting- en premiedruk sinds het begin van de regeerperiode van Rutte in 2011 gestegen is van ongeveer 35,5% naar bijna 39%; overwegende dat uit de recent openbaar gemaakte geheime dividendmemo’s blijkt dat deze Rutte-coëfficiënt de komende jaren bij ongewijzigd kabinetsbeleid verder door zal stijgen naar 40% in 2021; constaterende dat de besteedbare inkomens en de koopkracht van werkende Nederlanders nog verder onder druk zullen komen als gevolg van dit lastenverzwarende beleid van het kabinet-Rutte III; roept de regering op het kabinetsbeleid aan te passen en de collectieve belasting- en premiedruk terug te brengen tot ten hoogste 35% vóór het eind van deze kabinetsperiode door middel van een vereenvoudiging van het belastingsysteem, een hogere belastingvrije voet en een significante verlaging van de belastingtarieven,"
629,not_relevant,not_relevant,"Motie van het lid Hijink over een campagne met behulp van herstelde ongevaccineerde ic-patiënten gehoord de beraadslaging, constaterende dat er op dit moment een grote groep mensen op de ic ligt die ongevaccineerd is; overwegende dat onder die groep mensen zullen zijn die met deze ervaring achteraf toch liever wel een vaccinatie hadden genomen; verzoekt de regering om een campagne op te zetten waarbij herstelde ongevaccineerde ic-patiënten hun verhaal over het belang van vaccinaties vertellen,"
630,not_relevant,not_relevant,"Motie van het lid Hijink over taperingstrips opnemen in het basispakket voor alle patiënten gehoord de beraadslaging, constaterende dat bepaalde soorten afbouwmedicatie, zoals taperingstrips, niet door alle verzekeraars vergoed worden; overwegende dat het niet alle gebruikers van geneesmiddelen zoals antidepressiva lukt om deze af te bouwen met de afbouwschema’s die wel worden vergoed; verzoekt de regering om taperingstrips op te nemen in het basispakket voor alle patiënten waarvan de behandelend arts heeft bepaald dat die daar baat bij hebben,"
631,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Eerdmans over de MKB Duurzaamheidslening van Qredits op 1 januari 2024 voor alle ondernemers in Nederland beschikbaar stellen gehoord de beraadslaging, constaterende dat het overgrote deel van de ondernemers wil verduurzamen, maar geen geld heeft om dit te financieren; constaterende dat ondernemers vaak ook niet van subsidies gebruik kunnen maken, omdat ze de investering niet kunnen voorfinancieren; overwegende dat Qredits samen met de provincie Overijssel en het Energiefonds Overijssel een zeer succesvolle duurzaamheidslening voor het mkb heeft opgezet van maximaal € 50.000,- tegen 2,5% rente; overwegende dat Qredits met een funding van 25 miljoen euro voor circa 110 miljoen euro aan leningen kan verstrekken; overwegende dat 150 miljoen euro gereserveerd is bij de Voorjaarsnota 2023 voor het aanvullend klimaatpakket voor ondersteuning van bedrijven die onder de energiebesparingsplicht vallen en dat dit bedrag vanaf 2025 beschikbaar is; verzoekt de regering de MKB Duurzaamheidslening van Qredits op 1 januari 2024 voor alle ondernemers in Nederland beschikbaar te stellen,"
632,not_relevant,not_relevant,"Motie van de leden Van den Berg en Pieter Heerma over aandacht voor arbeidsvoorwaarden bij aanbestedingen gehoord de beraadslaging, constaterende dat in het rapport Beter Aanbesteden wel aandacht wordt gegeven aan social return maar niet aan de arbeidsvoorwaarden van werkenden; overwegende dat ordentelijk aanbesteden ook betekent dat er aandacht is voor de arbeidsvoorwaarden van de mensen die de aanbesteding realiseren; verzoekt de regering, te onderzoeken hoe in het aanbestedingsproces door de rijksoverheid beter en concreter aandacht kan worden gegeven aan de van toepassing zijnde arbeidsvoorwaarden,"
633,not_relevant,not_relevant,"Motie van het lid Dassen over een ondergrens aan defensieaanbestedingen binnen de EU als onderdeel van de NATO Industrial Capacity Expansion Pledge gehoord de beraadslaging, constaterende dat tijdens de afgelopen NAVO-top in Washington de NATO Industrial Capacity Expansion Pledge is aangenomen, met onder andere het doel om gezamenlijke aankoop van defensiematerieel binnen NAVO-verband te stimuleren; constaterende dat het kabinet er binnen NAVO-verband op aanstuurt dat dit NAVO-initiatief goed aansluit op EU-initiatieven; constaterende dat de Europese Defensie Industrie Strategie het streven bevat om tegen 2030 minimaal 50% van de Europese defensiebudgetten van defensieaanbestedingen binnen de EU te laten plaatsvinden en minimaal 60% in 2035; overwegende dat het in het Europese veiligheidsbelang is om een sterke Europese defensie-industrie op te bouwen en strategische afhankelijkheden te verminderen; verzoekt de regering zich hard te maken voor een ondergrens aan defensieaanbestedingen binnen de EU als onderdeel van de NATO Industrial Capacity Expansion Pledge, en de Kamer hierover te informeren,"
634,not_relevant,not_relevant,"Motie-Leijten over alternatieven voor vrijheidsbeperkende maatregelen gehoord de beraadslaging, constaterende, dat er sprake is van mensen die langdurig in hun vrijheid worden beperkt; van mening, dat er alternatieven zijn waarmee deze vrijheidsbeperkende maatregelen moeten worden voorkomen; constaterende, dat in de individuele situaties waarin sprake is van vrijheidsbeperkende maatregelen, niet duidelijk is wat er allemaal is ondernomen om dit te voorkomen; verzoekt de regering te onderzoeken hoeveel mensen in de gehandicapten- en ouderenzorg langdurig in hun vrijheid beperkt zijn, om welke tijdsperioden het gaat, een analyse te maken van de oorzaken van het inzetten van deze maatregel, aan te geven welke middelen en voorwaarden nodig zijn om dit te voorkomen en de Kamer hierover in maart 2011 te informeren,"
635,not_relevant,not_relevant,"Motie-Van Gerven over niet door laten gaan van de korting op de huisartsen gehoord de beraadslaging, overwegende, dat het geven van een bonus aan huisartsen wanneer zij goedkoop geneesmiddelen voorschrijven, op morele gronden verwerpelijk is omdat dit strijdig kan zijn met goede zorg; spreekt uit dat het niet wenselijk is, de huisartsen voor 2010 met € 60 miljoen. te korten die zij weer «terug» kunnen verdienen als zij door goedkoop medicijnen voor te schrijven een besparing realiseren van € 127 miljoen; verzoekt de regering de korting op de huisartsen niet door te laten gaan, maar de besparing te realiseren door andere kostenbeheersingsmaatregelen op de geneesmiddelenuitgaven,"
636,climate_agriculture_energy,climate_agriculture_energy,"Motie Verburg over afvalscheiding gehoord de beraadslaging, overwegende, dat afvalscheiding onder Nederlandse burgers inmiddels gemeengoed is geworden; constaterende, dat het in de Kamer nog steeds onmogelijk is om bijvoorbeeld plastic gescheiden aan te bieden; verzoekt het Presidium bij de eerstvolgende aanbesteding van de verwerking van het afval ten minste dezelfde standaard te hanteren als die voor inwoners van Den Haag geldt,"
637,not_relevant,not_relevant,"Motie De Rouwe en Aptroot over ruimtelijke voorbereidingen voor verdubbeling van de Flevolijn gehoord de beraadslaging, overwegende, dat op de Flevolijn gekozen wordt voor seinverdichting als oplossing voor de korte termijn; overwegende, dat er een forse ruimtelijke opgave ligt in Almere en Lelystad, waarbij het zeer waarschijnlijk is dat die alsnog moet leiden tot partiële of volledige spoorverdubbeling van de Flevolijn; verzoekt de regering door te gaan met de ruimtelijke voorbereidingen voor toekomstige verdubbeling van de Flevolijn en in elk geval een ruimtelijke reservering hiervoor vast te leggen,"
638,not_relevant,not_relevant,"Motie van het lid Mohandis c.s. over een overzicht van de gevolgen van de Wlz-maatregelen en taakstelling voor de langdurige zorg gehoord de beraadslaging, overwegende dat de gevolgen van de in het regeerakkoord voorgenomen taakstelling voor de Wlz onvoldoende duidelijk zijn, terwijl het CPB heeft aangegeven dat de ombuiging door het loslaten van de personeelsnorm leidt tot minder zorg en/of lagere kwaliteit van zorg; verzoekt de regering de Kamer voor de begrotingsbehandeling in het najaar van 2023 een overzicht te zenden van de gevolgen van deze Wlz-maatregelen en taakstelling voor de langdurige zorg, zowel intra- als extramuraal, voor patiënten, cliënten en zorgverleners, alsmede een overzicht van beleidsvoornemens die de negatieve gevolgen van deze maatregelen compenseren,"
639,not_relevant,climate_agriculture_energy,"Motie van het lid Van Tongeren over een langetermijnstrategie voor staatsdeelnemingen gehoord de beraadslaging, constaterende dat momenteel meerdere staatsdeelnemingen een basis in fossiele energie hebben; overwegende dat we staatsdeelnemingen hebben om een publiek doel te dienen; overwegende dat het regeringsbeleid is om te komen tot een economie die meer en meer gebaseerd is op schone energie; verzoekt de regering, een langetermijnstrategie te ontwikkelen voor staatsdeelnemingen met de focus op het publieke belang van een duurzame economie en hierover jaarlijks te rapporteren, bijvoorbeeld in het jaarverslag Staatsdeelnemingen;"
640,climate_agriculture_energy,climate_agriculture_energy,"Moties van het lid Jetten over ophoging naar 33% van de Europese 2030 doelen voor energiebesparing en schone energie gehoord de beraadslaging, constaterende dat er tijdens de Energieraad van 11 juni 2018 wordt gesproken over de inzet van de Raad in de onderhandelingen met het Europees parlement over de Duurzame-energierichtlijn en de Energiebesparingsrichtlijn; constaterende dat er in de onderhandelingen met het Europees parlement wordt gesproken over de Europese doelen voor energiebesparing en schone energie voor 2030; constaterende dat de positie van Nederland doorslaggevend kan zijn in het behalen van een gekwalificeerde meerderheid in de Raad; constaterende dat de Europese 2030-doelen voor schone energie en energiebesparing Nederland niet binden aan een specifiek nationaal doel en dat een kostenefficiënte uitvoering van het nationale klimaatdoel van 49% vermindering mogelijk blijft; constaterende dat een hogere Europese doelstelling voor schone energie en energiebesparing de Europese Unie dichter bij het gewenste doel van 55% broeikasgasreductie zal brengen; verzoekt de regering, tijdens de Energieraad van 11 juni 2018 te pleiten voor een ophoging van de Europese 2030-doelen voor energiebesparing en schone energie naar 33%,"
641,climate_agriculture_energy,climate_agriculture_energy,"Motie Vendrik en Zijlstra over een onderzoek van de Algemene Rekenkamer naar rendabele exploitatie van alle categorieën WKK gehoord de beraadslaging, constaterende, dat vanuit de sector veel kritiek is op het ECN-rapport en de brief van het kabinet over de (on)rendabele toppen bij WKK; van mening, dat het wenselijk is om helder te krijgen in hoeverre deze kritiek terecht is; verzoekt het Presidium de Algemene Rekenkamer te vragen, een onderzoek te verrichten in de vorm van een second opinion over de conclusie van het kabinet dat (vrijwel) alle categorieën WKK rendabel geëxploiteerd kunnen worden,"
642,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Eppink over het kernenergietraject versnellen gehoord de beraadslaging, constaterende dat kernenergie de missing link is in de energiemix; constaterende dat besluitvorming en actie aangaande kernenergie zijn versneld maar nog te traag verlopen; verzoekt de regering om te kijken hoe het kernenergietraject en de stappen die nodig zijn om uiteindelijk centrales te kunnen bouwen, versneld kunnen worden,"
643,not_relevant,not_relevant,"Motie van het lid Omtzigt c.s. over het opstellen van standaarden en protocollen door de WRR gehoord de beraadslaging, constaterende dat er volgens de OVV bij advisering geen rolvastheid was en dat mede daardoor tunnelvisie opgetreden is; constaterende dat de Kamer vaak de regering vraagt om onafhankelijk onderzoek te doen naar het eigen handelen, maar dat er regelmatig gerede twijfels zijn over de onafhankelijkheid van zowel de opdracht als de personen; verzoekt de regering de WRR opdracht te geven om standaarden en protocollen op te stellen voor onafhankelijkheid van advisering en onafhankelijkheid van onderzoek, en hen de vrijheid te geven daar de KNAW bij te betrekken,"
644,climate_agriculture_energy,climate_agriculture_energy,"Motie Thieme over het overwegen van overheidsdeelname in Econcern gehoord de beraadslaging, constaterende, dat de overheid banken en verzekeraars heeft voorzien van miljardensteun zonder aanvullende voorwaarden op het gebied van duurzaamheid; constaterende, dat Econcern als vlaggenschip van de duurzame tak van de Nederlandse economie in zwaar weer verkeert als gevolg van de economische crisis; Overwegende, dat Econcern geen schuld lijkt te hebben aan de ontstane liquiditeitsproblemen en een belangrijke bijdrage levert aan de opwekking van hernieuwbare energie; overwegende, dat de investeringsbehoefte van Econcern van 150 mln. zeer overzichtelijk is in relatie tot de steun aan banken en verzekeraars; verzoekt de regering met spoed overheidsdeelname in Econcern te overwegen op zodanige wijze dat het bedrijf de surseance kan opheffen en niet langer voor zijn voortbestaan hoeft te vrezen,"
