sample_idx,motie_id,frame,trigger,filler,party,year,gold_actor_span,gold_actor_cat,gold_patient_span,gold_patient_cat,pred_actor_spans,pred_actor_cat,pred_patient_spans,pred_patient_cat
254,92cf96bc-e088-4b48-a3a6-9ddb21c55148,Cogitation,overwegende,"dat er in het plan van aanpak van Tata Steel staat dat het sluiten van de kooksfabrieken zou leiden tot een forse reductie van zeer zorgwekkende stoffen, stikstof en geur;",D66,2022,het sluiten van de kooksfabrieken,Industry,"zeer zorgwekkende stoffen, stikstof en geur",Nature,,,een forse reductie,Other
255,73f77ea4-c1b4-42cf-b317-46e38a692906,Statement,aan,"dat een algeheel rookverbod in de horeca niet langer noodzakelijk is als de effecten van tabaksrook op de luchtkwaliteit worden weggenomen, bijvoorbeeld door luchtzuivering;",D66,2009,,,een algeheel rookverbod in de horeca,Government,een algeheel rookverbod,Citizens,de horeca|de luchtkwaliteit|bijvoorbeeld door luchtzuivering,Industry|Nature|Nature
256,938ee6df-f838-4571-833d-a05cf3dc74bd,Statement,constaterende,dat innovaties zoals kweekvlees een bijdrage kunnen leveren aan het oplossen van uitdagingen op het gebied van de wereldwijde voedselvoorziening;,D66,2020,innovaties zoals kweekvlees,Science,uitdagingen op het gebied van de wereldwijde voedselvoorziening,Other,innovaties,Other,,
257,ba365d00-eaf9-4d04-a063-6ec788802643,Cogitation,overwegende,"dat lidstaten in de Europese Unie waardes tussen de 1,0 en 3,5 hanteren voor de PEF;",D66,2019,lidstaten in de Europese Unie,International,"waardes tussen de 1,0 en 3,5",Other,lidstaten,International,waardes,Other
258,82dcf8fe-54ac-41cb-b81d-31937192dcdd,Statement,constaterende,Motie van de leden Kröger en Van Veldhoven over het in kaart brengen of twee meetpunten voldoende zijn voor adequate CO2-uitstootinformatie,D66,2017,de leden Kröger en Van Veldhoven,Government,twee meetpunten,Other,meetpunten,Other,CO2-uitstootinformatie,Other
259,504d0f64-42e9-4a59-a984-7c26ea41aeb1,Cogitation,overwegende,dat het belangrijk is dat de ambitie om de verbindingszones te realiseren overeind blijft;,D66,2013,,,de ambitie om de verbindingszones te realiseren,Government,,,de verbindingszones,Nature
260,71c167e1-1be1-4bb5-9355-206d0ea25136,Statement,constaterende,dat het huidige voorstel voor een openbaar register van de uitstoot van zeer zorgwekkende stoffen geen gebruikmaakt van de bij omgevingsdiensten aanwezige informatie;,D66,2023,het huidige voorstel voor een openbaar register van de uitstoot van zeer zorgwekkende stoffen,Government,de bij omgevingsdiensten aanwezige informatie,Government,,,omgevingsdiensten,Government
261,d2332dcf-6713-4aed-a3df-20b74f664148,Statement,constaterende,"dat deze ontwikkelaars nu één jaar verlenging van de SDE-beschikking kunnen krijgen; van mening dat zonder duidelijkheid over de vergroting van de netcapaciteit, van ontwikkelaars niet verwacht mag worden dat ze de bouw starten; verzoekt de regering, partijen met een SDE-beschikking die nu geen aansluiting of transport krijgen, een jaar verlenging van de realisatietermijn te gunnen indien aannemelijk is dat deze projecten binnen het betreffende jaar uitstel alsnog gestart kunnen worden zonder de harde eis dat ook de bouw gestart moet zijn,",D66,2019,deze ontwikkelaars,Industry,één jaar verlenging van de SDE-beschikking,Other,deze ontwikkelaars|deze projecten,Industry|Other,ontwikkelaars|een SDE-beschikking|geen aansluiting|verlenging,Industry|Energy|Other|Other
262,f3a65b57-d58a-42f5-887e-876f67630e18,Cogitation,overwegende,"dat het RIVM stelt dat er een drinkwatertekort dreigt, onder andere doordat drinkwaterbronnen te vervuild zijn voor waterwinning;",D66,2023,het RIVM,Science,drinkwatertekort,Other,RIVM|een drinkwatertekort|drinkwaterbronnen,Science|Nature|Nature,waterwinning,Nature
263,d4209d96-3b24-4b2e-86fa-660cad708513,Statement,constaterende,Motie van de leden White en Tjeerd de Groot over in kaart brengen welke sectoren achterblijven in verduurzaming en hoe deze kunnen worden aangespoord sneller te verduurzamen,D66,2024,,,sectoren,Industry,sectoren,Industry,verduurzaming,Other
264,64ed51c7-2dc7-4ce5-a697-5bc049a912b9,Cogitation,"overwegende,","overwegende, dat de komende tien jaar cruciaal zijn voor het klimaatbeleid;",D66,2008,,,het klimaatbeleid,Government,,,het klimaatbeleid,Government
265,8b217f31-886b-47e8-9f0b-a29c7e488c1f,Statement,"constaterende,","constaterende, dat er Europese criteria zijn, waaraan de zogenaamde tweede generatie biobrandstoffen moeten voldoen, en de sector zegt controleerbaar aan de criteria te kunnen voldoen; overwegende, dat het huidige groeipad leidt tot een bulldozereffect, met een mogelijk prijsophogend effect en risico voor de duurzaamheid van de biobrandstoffen; verzoekt de regering het bijmengpercentage voor biobrandstoffen te verhogen, volledig ingevuld met de tweede generatie, naar een , 2011–2012, 32 813, 4 1 percentage van 10% in het tempo zoals dat voor 2008 gold, en dat (eventueel met terugwerkende kracht) vanaf 1 januari 2012 te laten gelden,",D66,2011,de sector,Industry,de criteria,Other,Europese criteria|de zogenaamde tweede generatie|de sector|het huidige groeipad,International|Other|Industry|Other,de criteria|een bulldozereffect|het bijmengpercentage|de tweede generatie,Other|Other|Other|Other
266,e73471d3-574d-465e-bf51-c73530382859,Cogitation,overwegende,dat het herstel van biodiversiteit in Europa niet ter discussie moet staan als doel;,D66,2015,,,het herstel van biodiversiteit in Europa,Nature,het herstel,Nature,discussie,Other
267,762a751e-5b33-4e29-9a21-02bf5c8b331e,Cogitation,overwegende,dat de drinkwatervoorziening een vitale publieke dienst is die als een «dwingende reden van groot openbaar belang»,D66,2014,,,de drinkwatervoorziening,Other,de drinkwatervoorziening,Nature,,
268,385f2fa9-d178-4f9a-8744-f357aa669e21,Statement,constaterende,dat Nederland zich in Glasgow heeft gecommitteerd aan het uitfaseren van onder andere exportkredietverzekeringen voor fossiele projecten;,D66,2022,Nederland,Government,exportkredietverzekeringen voor fossiele projecten,Energy,,,Glasgow,International
269,77da61a0-168c-4d0a-8b89-061b69f26d6d,Statement,constaterende,"dat restwarmte van datacenters dezelfde status heeft als industriële restwarmte, ongeacht of het een duurzame of fossiele bron betreft;",D66,2019,,,restwarmte van datacenters,Energy,restwarmte,Energy,status|het een duurzame of fossiele bron,Other|Energy
270,80334124-02f5-4ece-b893-1290c3ab8664,Statement,constaterende,"dat de regering door dit afschuiven ons drinkwater onvoldoende beschermt; verzoekt de regering om het gebruik van bestrijdingsmiddelen in grondwaterbeschermingsgebieden te stoppen,",D66,2022,de regering,Government,ons drinkwater,Nature,,,ons drinkwater,Nature
271,da2dcc60-a8d7-4f2c-9b98-91628e963b84,Cogitation,"overwegende,","overwegende, dat als voor de 162 door Nederland aangemelde Natura 2000-natuurgebieden voor 31 december 2010 geen aanwijzingsbesluit is genomen, Nederland in gebreke gesteld kan worden door de Europese en de bestaande onzekerheid voor burgers, boeren, lokale overheden en natuurbeheerders langer zal voortduren;",D66,2010,de Europese,International,Nederland,Government,geen aanwijzingsbesluit,Government,,
272,1d0fc085-76da-48d2-b3be-0bf59e092c1b,Statement,constaterende,dat de voedselverwerkende industrie met goedkeuring van de NVWA in het najaar van 2017 fipronileieren heeft verdund met schone eieren om onder de vastgestelde MRL’s te komen;,D66,2019,de voedselverwerkende industrie,Industry,fipronileieren,Other,de voedselverwerkende industrie,Industry,fipronileieren|schone eieren,Agriculture|Agriculture
273,2d9579fb-c37d-4fff-b7d7-c27a8eca27e0,Statement,constaterende,Motie van het lid De Vos over een moratorium op de plaatsing van windturbines op land totdat de gezondheidsrisico's zijn geëvalueerd,FVD,2025,het lid De Vos,Government,windturbines op land,Energy,de gezondheidsrisico's,Science,,
274,01784262-993c-4411-a1ca-5f05ea2e23e1,Cogitation,overwegende,dat het kabinet de belasting op stroom nu tijdelijk met 60% heeft verlaagd ter compensatie van de hoge energierekening;,FVD,2022,het kabinet,Government,de belasting op stroom,Other,,,de belasting|compensatie,Government|Other
275,ff927f66-971e-45aa-955d-7fedbf3bfddf,Statement,uitspreken,"dat ""groene groei"" een oxymoron is",FVD,2024,,,"""groene groei""",Other,groene groei,Other,,
276,eb2d73e3-3757-4721-83fb-6dcc1124ed54,Statement,aangeeft,dat de klimaatdoelen niet haalbaar zijn zonder het gebruik van biomassa;,FVD,2021,,,de klimaatdoelen,Other,de klimaatdoelen,Other,,
277,cd4a56ca-60a9-4ab6-b515-9bbb7035efc9,Cogitation,overwegende,"dat het verbranden van biomassa totaal niet duurzaam is, zorgt voor enorme luchtvervuiling door fijnstof, meer CO2 uitstoot dan de verbranding van kolen of gas, leidt tot massale bomenkap, enorme hoeveelheden stikstof uitstoot en relatief weinig energie oplevert;",FVD,2019,het verbranden van biomassa,Energy,,,,,enorme luchtvervuiling|meer CO2 uitstoot|massale bomenkap|enorme hoeveelheden|stikstof,Nature|Nature|Nature|Other|Agriculture
278,c8d40068-1e74-4ee8-a7d5-10264e7643b8,Cogitation,overwegende,dat dit voor Nederland dus geen enkel voordeel oplevert;,FVD,2019,dit,Other,Nederland,Government,,,geen enkel voordeel,Other
279,f73f0353-a0a2-4558-8990-4886da1e391e,Cogitation,overwegende,Motie van het lid Baudet over bij maatregelen om de stikstofuitstoot terug te dringen ook de mogelijkheden om immigratie in te perken betrekken,FVD,2019,,,de mogelijkheden om immigratie in te perken,Other,,,de stikstofuitstoot|immigratie,Agriculture|Other
280,3dc37c4c-7862-49b4-8022-fb1d4f9c1846,Statement,constaterende,dat de netbeheerders waarschuwen voor overbelasting en zelfs uitval van ons stroomnet;,FVD,2025,de netbeheerders,Energy,overbelasting en zelfs uitval van ons stroomnet,Energy,de netbeheerders,Energy,overbelasting,Other
281,bfb768a9-9f1d-499c-b790-473404e63d4a,Statement,uitspreken,dat er geen klimaatcrisis is,FVD,2024,,,klimaatcrisis,Nature,geen klimaatcrisis,Other,,
282,64d1091e-e268-4a1a-b1ac-091a8b1fd858,Cogitation,overwegende,dat veel Nederlanders niet zitten te wachten op de aanleg van een wind- of zonnepark bij hen in de buurt;,FVD,2022,veel Nederlanders,Citizens,de aanleg van een wind- of zonnepark,Energy,Nederlanders,Citizens,de aanleg,Other
283,eb7db23c-a937-485f-8814-3909ea609203,Cogitation,overwegende,dat het parlement zijn controlerende taak niet kan uitvoeren zonder te kunnen toetsen welke belangen zijn ingebracht en afgewogen bij de klimaattafels;,FVD,2019,het parlement,Government,zijn controlerende taak,Other,het parlement,Government,zijn controlerende taak|de klimaattafels,Government|Government
284,1a1ec81d-1589-4d23-b279-7f8b25cb2736,Statement,constaterende,"dat Nederland activiteiten rondom Natura 2000-gebieden kwantitatief beoordeelt, waarbij overschrijding van de modelmatige kritische depositiewaarde voor stikstof als harde toetsingsnorm wordt gehanteerd;",FVD,2025,Nederland,Government,activiteiten rondom Natura 2000-gebieden,Nature,overschrijding,Other,activiteiten,Other
285,d2ec2ec4-3aec-44f4-a220-aa137216afe8,Cogitation,overwegende,dat Nederland door regeldruk en energiebelasting op een aantal punten strengere duurzaamheidseisen stelt dan andere landen binnen de EU;,FVD,2025,Nederland,Government,strengere duurzaamheidseisen,Other,,,regeldruk,Government
286,1f9a4169-de4d-4679-98ad-295ebe63160d,Cogitation,overwegende,dat onze boeren juist onze steun verdienen;,FVD,2019,onze boeren,Agriculture,onze steun,Government,onze boeren,Agriculture,onze steun,Government
287,e6b41e93-c3cb-462f-88ae-14cbf43dbfd9,Cogitation,overwegende,dat hiermee het verdienvermogen van Nederland wordt aangetast;,FVD,2024,,,het verdienvermogen van Nederland,Government,het verdienvermogen,Other,,
288,04a3965f-8cad-4b6c-b515-fcac30b73223,Cogitation,overwegende,"dat de leeswijzer Natura 2000 aanknopingspunten biedt om vergunningen niet langer te verlenen op basis van het al dan niet overschrijden van de modelmatige kritische depositiewaarde,",FVD,2025,de leeswijzer Natura 2000,Government,aanknopingspunten,Other,de leeswijzer,Other,aanknopingspunten|vergunningen,Other|Government
289,8908674a-35b4-46d0-a716-655cb5ada460,Cogitation,overwegende,Motie van het lid Van Houwelingen over uitspreken dat er geen stikstofcrisis is,FVD,2023,het lid Van Houwelingen,Government,stikstofcrisis,Nature,geen stikstofcrisis,Other,,
290,fc088d81-281f-4767-af9a-80544374469a,Cogitation,overwegende,dat de huidige stikstofproblematiek nog niet bestond bij de laatste Tweede Kamerverkiezingen en de kiezer zich hier dus nooit over heeft uitgesproken;,FVD,2020,de kiezer,Citizens,de huidige stikstofproblematiek,Nature,de huidige stikstofproblematiek,Nature,Tweede,Other
291,ba216a58-2b59-431d-83a6-7587ca5bb744,Cogitation,overwegende,dat er geen stikstofprobleem is;,FVD,2023,,,stikstofprobleem,Nature,geen stikstofprobleem,Agriculture,,
292,b434a70d-acb5-4239-b0d6-13acc779fafc,Statement,constaterende,Motie van het lid Baudet over de agrarische sector zoveel mogelijk ongemoeid laten bij oplossingen voor de stikstofkwestie,FVD,2019,,,de agrarische sector,Agriculture,,,oplossingen,Other
293,b434a70d-acb5-4239-b0d6-13acc779fafc,Cogitation,overwegende,dat de Raad van State de PAS-maatregel voor de Natura 2000-gebieden heeft verworpen;,FVD,2019,de Raad van State,Government,de PAS-maatregel voor de Natura 2000-gebieden,Nature,,,de PAS-maatregel,Government
294,8e1e194d-8d76-44cf-953c-21da6a579b28,Statement,uitspreken,dat de Nederlandse natuur over het algemeen in een goede toestand verkeert,FVD,2023,,,de Nederlandse natuur,Nature,de Nederlandse natuur,Nature,een goede toestand,Other
295,94e6268c-9c0f-4244-b070-0f6129f9e3ac,Statement,voorstel,"te komen voor de herinvoering van rode diesel, zonder de belastingen elders te verhogen,",FVD,2025,,,rode diesel,Energy,,,de herinvoering|de belastingen,Other|Government
296,7bfe062a-b5dc-4f75-86c4-857dc9ebfecd,Statement,constaterende,dat de accijnskorting op brandstof per 31 december 2025 vervalt;,FVD,2025,,,de accijnskorting op brandstof,Government,de accijnskorting,Government,brandstof,Industry
297,c8d40068-1e74-4ee8-a7d5-10264e7643b8,Statement,constaterende,"dat de overheid ook verwacht 1,7 miljard euro aan inkomsten te verwerven via de schenk- en erfbelasting;",FVD,2019,de overheid,Government,"1,7 miljard euro aan inkomsten",Other,de overheid,Government,,
298,d2c8926a-605e-45a5-8edb-b9ba74cfe45f,Statement,spreken,"dat zij, indien de opwarming en/of de gevolgen daarvan op 1 januari 2030 veel minder ernstig blijken te zijn dan de indieners nu doen voorkomen, en/of indien landen als China, India, Rusland, de Verenigde Staten of andere industriële reuzen dan nog steeds niet meedoen met deze gigantische operatie om CO2-uitstoot terug te dringen, waardoor al onze inspanningen hoe dan ook weer teniet worden gedaan, publiekelijk hun persoonlijke excuses zullen aanbieden aan de Nederlandse bevolking, hun eventuele publieke functie zullen neerleggen indien zij die op dat moment bekleden, en zich zullen inspannen om de Klimaatwet weer in te trekken of ingetrokken te krijgen, het beleid -34534-61 0921 - 7371 2018 , 2018–2019, 34 534, 61 1 ongedaan te maken en de Nederlandse bevolking voor de extreme kosten die zijn opgebracht zo veel mogelijk te compenseren,",FVD,2018,zij,Government,de Nederlandse bevolking,Citizens,de opwarming|de indieners|landen|al onze inspanningen,Nature|Other|International|Other,deze gigantische operatie|CO2-uitstoot|hun persoonlijke excuses|de Nederlandse bevolking,Other|Other|Citizens|Citizens
299,9b903848-6b81-4ddc-8890-593c4027466a,Statement,constaterende,"dat het kabinet voornemens is het opgesteld vermogen van windturbineparken op de Noordzee te verveelvoudigen van 4,7 gigawatt naar 70 gigawatt in 2050;",FVD,2025,het kabinet,Government,het opgesteld vermogen van windturbineparken op de Noordzee,Energy,,,het opgesteld vermogen|gigawatt,Energy|Energy
300,8908674a-35b4-46d0-a716-655cb5ada460,Statement,uitspreken,dat er geen stikstofcrisis is,FVD,2023,,,stikstofcrisis,Nature,geen stikstofcrisis,Other,,
301,796790fb-ab95-46fc-8814-16d0e7464d0e,Cogitation,overwegende,"dat het van belang is om, alle parameters in aanmerking nemende, naar de meest optimale energiemix te streven;",FVD,2020,,,de meest optimale energiemix,Energy,alle parameters,Other,de meest optimale energiemix,Energy
302,0f1686b8-2872-4249-870c-eca98a2768a0,Cogitation,overwegende,dat onduidelijk is hoe groot de financiële impact is van deze duurzaamheidseisen;,FVD,2020,,,de financiële impact,Other,de financiële impact,Other,deze duurzaamheidseisen,Other
